text,profanity
@ brrrrangadang nigga .. know damn coon,1
@ callmerenee_ : @ 1inkkofrosess @ bojieasx ohh bitch pass lol,1
`` # tbt '' best drunkest yankees game # wherescolman # everclear,0
"@ tattedbrunettex : `` fuck '' bitches niggas n't love hoes , dough .",1
'm post charlie clips vs yung ill rap battle review,0
'm bitch come n sweats n ya nigga checking,1
@ _iamdizzy : hoe gone hoe dats # 100 nd nigga broke hoes act funny !,1
lol ai n't nun wrong wit tryn 1 da realist niccas n da city tho # salute,1
@ chrisjustjoking : halloween everyday dykes,1
@ purplecaine : somebody nigga . @ rvm3o pussy cuz nigga dont ass imma need hoes slide nigga,1
"@ misszindzi : yall make mutual decision sex date , 's trash ? kind math ? ?",0
@ kieffer_jason @ zach_smith98 @ nathanndevlin fuck talking shit . acting like pussy ass nigga,1
@ tryhardsilva : quote weezy verse '' 'm diamond rough like baby trash,0
@ manbeardrgn funnier america pussy canada .,1
@ meaghanyockey : `` @ savanaharanda : girl guy mom dad ? '' im butch dyke,1
damn bitch nosey n't touch phone,1
hillary dodo bird candidate ? @ worldnetdaily,0
sphincter,1
@ infidelalie : yay america israel ... jew hating muslim trash government ! pathetic sickening,1
", got ta tell hoes grow smh",0
@ funnypicsdepot : nigga aux cord playin trash shit @ jwilko7,1
fake niccas ai n't far dog right ya face !,1
@ mrspinkyyyy 's hoe ? lol sounds good,1
scott brooks finds new ways flip bird game . know 's right # idontcare # kdstreak # imsad,0
life 's bitch die,1
@ ashhruggiero happy birthday queer,1
bitch nerves,1
@ murderhigashi : worried 'bout bitch .,1
@ bitcheatme_ : like damn bitch yeah ...,1
@ onedirectum fugly white bitch,1
@ zaycoolaf # yeet got ta 3 drop bitches like 2 month intervals shit,1
japanese babe maria ozawa gets asian pussy fuckedhard,1
"'m pretty sure dmv wo n't let new pic , bitch accidentally lose license new pic",1
@ kieffer_jason got pussy bllod,1
"@ lord_jonesss : @ 1017_sqquad ... want 1 billion dollars ... 4 bad hoes da islands ... fine ass genie bitch , datz",1
"@ ronniemack12 dawg , trash momma got charged littering dropped school",0
hoes sweating chasing niggas,1
"got dykes , got vic 's",1
"dont talk im talking , better mute hoe",1
maaaaannnn hope ! @ abrown252 : @ vonshayeb did rid john legend looking charlie batch ?,0
"people asking donations christy mack , real bitch thousands dollars having sex . bitch better fuckin",1
"@ slothng guarantee things : 're white . 've near real ghetto . , relative pig . 100 %",1
bitches got ta bitches,1
"want share thoughts mock draft ? ? just kidding . shut filthy damned mouth , clods .",1
hoe got gf complain life like hitting right ?,1
@ ybkalo : `` @ cuhcuhcuh : bitches ios8 10 gb selfies cuh '',1
lmao @ moemartin44 yo cooned nigger boy,1
@ boutcrazed : best way make hillbilly tell ca n't .,0
dick-gobbler,1
"@ djvlad : `` sis bitch , brother jerk , leave 'em continue work '' - q-tip",1
`` @ shun_stokes : cousin said share hoes brothers . said sharing caring love brothers ``,1
@ alxjames10 : mean eating carton double stuf oreos option .,0
grandma got rosta colored dress 's pretty better let borrow,0
twitter app poo trash .,0
bitch gone turn fashion . ai n't wearing nun designer shit . shit basic af,1
hoes aint loyal,1
suck,1
@ kinghorsedick : jody really pussy tho . let lil niggas jump bike . old head sonned mama,1
@ mtmcly need monkey bars tricycle,0
"black guy class : * attempts throw paper ball trash * * misses * mrs. mundy : `` 're disgrace race , marcus ''",0
fly ass bitch,1
club week bitch life,1
@ _bayou_bob_ : @ white_thunduh : does believe say im virgin dewd wtf aint hoe,1
technically niggas touched raped trendin bitch callin cops lmao,1
"@ lexhound @ discordianslip @ 87pest nah , probably obsessed faggot . nice try .",1
fat trel niggah,1
@ sotoo_dean supposed work today bitch,1
like chinese buffets hate chinks,1
@ meowfiesta o # k # bitch,1
@ nohoesnextdoor : mimi proud hoe,1
bitch coach said did n't like attitude .,1
"idgaf u long u hard . sell drugs , credit cards , checks , strip , sell pussy , . jst d n't b half-assed !",1
"@ _mariapetrova @ markkelly1983 @ missstef0318 @ samharrisorg ? ok , right-wing teabaggers , gun nuts ( like harris ) , hell , fucking cops .",1
@ hberghattie @ snkscoyote wonder progs did n't relegate young black men ghettos away harry reid 's friends ...,0
`` @ lolaaisdope : lmao fucking snake bitches '' @ em,1
ai n't buying pussy got followers,1
@ polarisclub : `` im laughing hard lay un-loyalist hos '' plea,1
@ postprettypussy : eat milk @ 80sbaby4life : `` got ta shape pussy lips tho @ postprettypussy : wheat organic pussy,1
@ alisha_serv thats wassup u got bitches sending booty pics tho lol,1
"@ realfannymagnet pick lines like ... bet pussy , numbers negative .",1
@ ayooo_moee : walk like big bitch .,1
need sheriff rick pussy ass police officers boss .,1
got ta 9 bitches outta line,1
whore,1
"@ garrett_winker bitch . like pussy away u doing talking , talk fist u yo dad little fuc",1
@ bmorepocahontas : asking kids brought apple teacher 's queer,1
gettin bitches hard just settled cause start got corny girl thurl,1
spix,1
h8 fake bitches,1
"~~ruffled | ntac eileen dahlia - beautiful color combination pink , orange , yellow white . coll",0
spy planes flying british skies hunt jihadi john 's assoc 's advanced tech ! @ beforeitsnews,0
"deep phantom ghost , bad bitch excuse manners",1
"' ugly ass niggah , . tf chuu baka anyways niggah look like ...",1
99 problems bitch ai n't,1
@ flightyung 's crash dummy hoe,1
"`` water n't yellow , 'm healthy student ''",0
@ _butterpecantan : half y'all bitches hoes n't know .,1
"time high school , girl told friend needed proactive . told needed weight watchers . hahaha bitch .",1
@ rayban_guwop : money girl id stalk bitch .,1
@ nigel_d : look chicks @ joebudden follow tell ai n't got hoes .,1
@ marsasteenhoek : 50 rts 'll mic say fuck right pussy,1
@ thejoelberggren looked ? funny . like obama saying good economy . hipster faggot . funny,1
harry thincc 'm bitch fall bacc ah sum boi byeeeee,1
stupid bitches . fucking skanks . dumb hoes .,1
"sports scripted , ending yankee game proved",0
ladboys,1
life unfair 're cunt,1
"@ vnnforum marxist kikes promoted anti-semitism creating film , incentive ? just promote enemies .",0
`` @ beenbasedb : @ _kudabrazyy 0 rings 0 mvps 0 bitches lol,1
cute japanese teen gets tiight pussy fucked suckingcock,1
yall niggahs got fucked thinkin ima soft ass lem sing love song ass niggah .,1
"free patterns - adorable crochet borders butterfly , ladybug , flower bumblebee hat edging , trim ,",0
"# porn , # android , # iphone , # ipad , # sex , # xxx , | # close | pussy close",1
shut beaner .,1
're hoe ass faggot bitch cunt nigga,1
happy birthday fag ! @ olivialuu3,1
"need jump shop fritag 72 beers , hate looking like 20 odd .. need 120 fags tae , going look like junkie",1
@ wbeezy_ bitch,1
truth 're smelly barn bitch .,1
iggy trending . twitter 's trash today .,0
"hoes fucking , n't want like hoe got ta hit em low .",1
aint nuffin cut bitch ! ! ! !,1
"@ friendlyassh0le : `` miss bf '' , miss limewire ... sooo shut fuck , whiny bitch",1
vice versa @ _kimchanel_ : 9/10 hoes,1
@ tristine214 swear des hoes just making challenges,1
"sweet baby birds , crack . ~~ houston foodlovers",0
`` queer '' .,1
@ mikeoe7765 talentless skag wardrobe malfunction .,1
fag love people turn heads look cars drive cause head slumpin . bitches love,1
@ inkedup_tiny ^___^ 've walked said pussy,1
"daniel , 's cow tipping hoe downs jackson ... city living lol",0
"@ mindcertified : 're hoe , n't expect princess treatment ...",1
wan mixtape ... `` pussy cinnamon rolls '',1
unfollow crazy asian bitch earlier lol n't play,1
@ neni_loves : jk 'm influence guys 'm graduated d.a.r.e ass bitch,1
@ chandailbailey way delete tweets stanky bitch,1
pussys pussy need,1
ass bandit,1
@ bojieasx slap taco tht hoe face,1
said n't like fact smoke cigarettes . sorry mrs.ladybitch n't like fact 're hoe,1
@ cristiannt_ bitch gon na shut shit feel free join,1
fugly,1
`` @ g27status : fat ass bitch lap '',1
fvckbunny,1
knobheads,1
@ kate_beckwith74 n't judge monkey,0
"bitch ass nigga , hating black women ... uncle tom bitch punk .",1
@ imchiefy : 'll send dick pics bitch quick .,1
`` plays dmx kirk franklin smh @ _justcallmebrit : neighbors ghetto . like 5am beat kids . '',0
@ ivanrabago_ @ buckm00se blocked annoying ass sand nigger claims biased say khan,1
feel like bitch calling cops people 'd bitch jail hit wreck driver .,1
`` @ rugbysocklad : hell yeah bro ! fuck yeah sexy scally lad hot gear,1
`` grandma used porch monkey time ... come think did refer broken bottle nigger knife '',1
"@ _perarl bitch bitches ass tv , want",1
@ prettyne___ : bitches fail realize niggas n't really moving fucking bitch,1
got main bitch got new hoe love ak got .44,1
@ thatindianbruh : rise planet apes doin,0
@ jonahair23 : money best pussy,1
@ usagov : national bird - american bald eagle - endangered species success story .,0
hawk ? fuck kind bird ?,1
remember va tech band called planet apes . ready flip,0
@ noaa # earthdaynoaa da colored folk allowed join ? cuz hood folk worried da watermelon growin da chicken small,1
"@ antijokejamal : dick sad life : hair mess , family nuts , neighbor 's asshole , best friend 's pussy & ...",1
@ bolanddrummer life 'coffee shop ' like starbucks . hick .,0
@ lowkeystoner_ : gay girls really pussy niggas,1
@ air_zeke_12 hell yeah got bokoo hoes fro,1
shootas ma grandmama house ai n't bitch ina minute .,1
@ nypost : used obamacare website definitely change password hahahahahah 's sad # boon,0
"@ dhoopin32 : mfs tell gm damn near mornin , bitch n't tell gm wide tf awoke wtf type shit",1
@ milesm_05 shut coon .,1
julius peppers retarded .,1
"'s mins , bitch gave 2 min assignment lmfaooooo",1
@ emmgoldla : lot ppl look like `` fuck does bitch think '' .... ms. goldschmied,1
@ badbish_rollaan : @ whitdawgem_ : 'm hungry wo n't bitch time day . 'm trying care business,1
@ mightyy23 damn sure ai n't putting pussy ass romo jersey,1
@ tayscalf run brownies,0
@ snowthaproduct : somethin good im gon `` wetback '' coo ..,1
@ alexdunlapnfl @ bdoe_klbj evil son bitch deserves 's coming,1
0ral seks,1
'm just hoe laugh,1
fuck ghetto ass coons,1
kids man real life kids 18 n bucking bitch sit yo stupid ass,1
"feels awkward @ yankees playing @ reds . mean , know 'm rooting , 's awkward .",0
"@ karmendanielle_ aka wan na warm , shoulda just introduced # coons",0
@ beautysraj : `` ariana probably beyonce '' bitch n't fuck,1
k .. ! ke,1
`` @ __malibubarbie : nd wtf dark bitches blonde .. seats hoe ! '' .. looking like blackmilds,1
enjoying eccentricity @ rayevernham 's americarna . charlie daniels appearances episodes watched .,0
bitches boringgggg,1
@ gottaluvlexci_ : know hoes wishy washy,1
salute @ shitneyw0rd_ : @ shvkxir : spit chest like nasty bitch .,1
@ amandabynes clothes look like cute dyke,1
@ _beautifulkeezy : @ 100046729 : @ _beautifulkeezy : @ 100046729 bitchman 's cute date,1
@ butterfliesblue heard green tea makes lose weight .... imma coon explains watermelon,0
lit bitch jayonna class im aide sooo funny,1
@ slings_x_arrows equality niggah,1
chink .,1
saw little freshman ho looked like spiked dog collar ( stupidest shit ) everytime saw said `` sexy '' lmao,1
"' y'all like sayin money n't buy happiness , niggah sitting lambo crying ?",1
@ __bettyboo : better pray n't send nudes bitch,1
@ dak_whi : @ kaewhy270 people forgetting logic purge retarded haha,1
da flow temple today fo nuttin . dat jew wit funky hair tell subhuman . tell ai n't mo human den monkey,1
hate hoe ... ai n't bout shit,1
@ the_red_sea @ shethetruththo say shit face `` bruh '' bitch gettin man u dont know business . handle yo shit,1
@ comedianspank : went college college got bird class u ya friend sign u class rashad,0
twitter trash,0
@ the_ironsheik : justin bieber win oscar suck balls dead dog midget dick son bitch,1
@ heissarcastic : ugly people : taken nerds : taken hoes : taken everybody : taken :,1
arguin bout bitch god damn slutttt,1
@ mariancristinax fag b,1
girls looking reasons hoe shit,1
swear dis hoe doinv grown n sexy challenge look like lightskinned gremlin .,1
@ acidlacedbong : jealous bitches squirt,1
@ yo_brandiiii @ pennythegoat plot twist : penis . penny make bitch like balloon . balloons bitches float,1
bust dat bitch face n't want sons ! -- @ icewear_vezzo,1
@ eminoelle : let hoes tear right apart,1
say @ marcus_supreme : alotta bitches standards niggas thats outta yall league,1
@ anastacia_cole : like asian 's struggle having squinty eyes picture,0
@ monnetteee : like romeo chances think 're faggot .,1
"pic confusing .. looks like dyke , hoe pooci .. @ datjollygirl @ btweekin :",1
"@ xianilee : hoes getting cute fucking school , taking waking fuck ! ca n't stand h",1
people fags .,1
"old twitter , crying like bitch ...",1
@ michhelleashley .. ? dont love hoes,1
@ s_bitchy : bitches fallin inlove w. niggass new bitch try new nigga try forget,1
@ _1kane : lmaooo shit funny y'all hoes ai n't content working nigga boring,1
lesson : # nfl 4 heterosexuals . wat need michael sam fags clue . breeders thing,1
think 'd learn red flag bullshit appears gtfo . nooooo faggot ass faith people .,1
hit bitch car bomb .,1
@ shelbieperdue : instagram needs stop bitch !,1
zoneing say 'm possessed 's omen 300 like romans 300 bitches trojans menace longest .,1
sh1tt,1
@ wvjoe911 : gov rick scott refuses debate charlie crist small fan,0
@ mallenokc @ royceyoung extra yellow .,0
thirsty fo da bitches saggin pants n shit ... shit paid belt betta crack bitch,1
"basically reflected lot , make bitch day day .",1
're pussy,1
imagine tryn yo hardest stop bitch frm slutin comin unsuccessful,1
lil bitch ass,1
@ djsir_freshley : rt @ gurujeremy bitches `` moral '' comes sex ... 's convenient . hoe th,1
"@ whiteangelss84 @ fields_devante bitch stfu u livin tax money , pay shit just like u n't white power shit head",1
good story starts `` bitch ... '' lol,1
"@ beauutifulnae : - n't trust , bitch",1
"@ aianhangover : `` bae '' means `` , '' 've thinking 's ghetto word babe/baby .",0
mall fellow ginzos christmas shopping @ vinnyliarda @ dimi_artale @ billythathird # fuckdimmy # vinnysnotmadon # billgetsbuns,0
@ leelucas_ @ prettykells bitch did n't feed . asked buy burger,1
@ eternalhbic : @ halfjewish : stills pussy * * 's jus rational fag,1
@ teampowerstroke hoes hoes guys just dispose # truthbetold,1
@ amandaner : @ royaltyclubvp yeah fed jealous skinny bitches .,1
@ _llcoolj : bitch n't fucking know,1
higher den bitch,1
"'m addicted ig , twitter just bitch",1
@ travistefft know feel .... thought 'd sox win lifetime . hope use ant 's yankees hook game,0
stop giving hoes half azz dick plow deep make scream nd cream,1
know im niggah,1
n't say . showed yaself . @ uptownraised : bitch said did shut fuck fat retarded @ vofd,1
catch fuckin tonight @ viplounge901 ... # nolinenowait bitch ... # meetmethere,1
gusta pollo espaol . lol .,0
beans yellow friday night brown now-a green leaves curled-frost freeze-bean size reduced - end shrinks,0
@ jaystacks25 : fuck fuck yo bitch eat ass steal 'll real ass nigga,1
@ louievree @ tehreelhov dat bitch tampon,1
@ dukealexmoore : malibus come-up news mean denna hoe light skinedddd hahaha ! !,1
'm type guy bitch hot 's 11 'm sweating,1
@ the_race_draft : obama ai n't playin hoes ...,1
@ b_davis0529 : smdh eagles fans . bitch ! @ mikemiss975 : hey giants fans : victor cruz . dance . hey watch,1
@ skylarlogsdon : @ viva_based bruh fucked shit taste buds bitch .,1
"hello october , irrelevant bitch worries november coming",1
@ haleyjoanis lick pussy ma crack,1
bitch said `` use titties punchin bag '' 0-/-,1
bitch cold average . n't fuck bitch,1
"@ kermitisasnitch : say dont love hoes , yo girl hoe ...",1
ca n't fuck coon ass girl bruh,1
nigguh play football,1
dickz,1
@ therealhoneymoe : n't care bitches . hoes damn self,1
@ lornalovesmatt @ delon03 @ aaryneliza poor poor parker ... aaryn 2 bitch 1 know looser,1
@ iamricolove : hoes turn contortionist just u ass smile picture . smh ! 's hard work thir,1
makeup save hoes,1
lol nicca dime game got soo clout niccas goin da store buy sum dice,1
charlie sheen wants return 'two half men ' |,0
got bitches dick just ai n't nigga,1
"@ bad_boy_six @ ksteven37 ya wetback , eat ..",1
yuh bitch ass ull smacked quick,1
argue make . break 's retarded eyes,1
@ powblocks : @ waldokillz3 @ hidalgoparadise @ d_41395 @ olgadontshred lmao hashtag dying princess hoe needs twitter lol,1
crystal star leggy playful babe crystal star spreads pussy foryou,1
carol gon na george lenny bitch .,1
@ michaeljhudson : hell yeah benihana bitch,1
"n't entertain hoes , got somebody important .",1
@ jessespector bird hats hat,0
@ kiela_g_3 home fag . did n't feel like puttin shit today,1
@ intonetheylust_ : hoes n't fuck got girl,1
@ imtoomuch bread general aint good ya ... honky bread worst ...,0
@ beyoncesgedtest : `` momma dead . bitch really think ca n't connect lucky number '' face,1
"im just young niggah chasing ins , til im driver seat benz",1
@ qui_thepharaoh @ zapollo0803 @ mildlydarkskin hes lying faggot . used inspect element change number dollars account .,1
@ _bucketsmcnasty : u bitches boring,1
@ markadkins2 : # projectdrugsbitches,1
like taking niggas hoes stop doing,1
lmfaoooooo @ brycehamilton11 : 'm glad shorty ai n't twitter ig tryna famous columbus hoe,1
@ tkncash1 : northside @ wildbills @ djholiday come check left hoe,1
@ lady_blahblah : furrybah * paypay voice * @ 80sbaby4life : hoes everybody nigga !,1
"`` @ dunderbail : 'm early bird 'm night owl , 'm wise worms . ''",0
@ jaredphillis : fucking bitch .,1
lol dat bitch petty,1
@ slogandomono cause got wife left bitches right nigga man logic # puss,1
smile bitches hate .,1
just lets know self conscious pretty bitches,1
"@ bryanstars atl , bvb , sws , ptv , relapse symphony , set , farewell , love , mayday parade , fob , paramore ,",0
@ kieffer_jason ha bitch angry bitch taller older fake ass boy stfu making look like dumbass pussy boyy !,1
@ callmerenee_ : @ 1inkkofrosess : @ callmerenee_ bad bitch im logged everybody shithell yeaa seen tiff just tweet f,1
@ xdsmooth follow bitch,1
@ tayscalf ai n't sleep hoe cheatin,1
dats u ca n't pass bitches cuz dey ah make like u sweating dem .... man u knw dat man 've fuck u,1
shit bitches pussy,1
"wow , charlie strong cleaning house . upwards 10 released . @ evan_p_grant",0
've asked thing . thing . bitches ... .,1
@ chiefcaitlin : forgot letter guys promise 'm illiterate hillbilly,1
@ markb_lifestyle : trash ... @ b_dot_conto : pointless bitches club @ rooseveltchaun : smfh,1
praise thy lord season beanies,0
noap . taking . @ tiffncompany : maca root pills making vagina wop,0
@ badnewsbridget lol fag,1
@ attractive_bad : yes iam single n't mess talk . hoes just,1
@ atl_princess : real bitch know got ta pluck dat nipple hair,1
@ saucygyro nigger music decent,1
@ sramirez07943 n't know llive stupid cunt,1
"@ lickmegently : big booty = sour face , hair , hoe .",1
niggas wan na bitches shit wearing flowers shit smh y'all niggas gay !,1
fck,1
@ woridstarfunnyy : boys discover hoe,1
got hoes got fuckin hoes got fuckin hoes ! ! !,1
@ zedd finger throbbing pussy flaps,1
spoiled fucking bitches want need step re-evaluate lives,1
`` @ ozzie_garza : @ white_thunduh 'm cool faggot chill '' tf cool nigga,1
@ pepper_redbone @ yankees just getting ! hope . cause stunk night .,0
money pussy freedom !,1
fucked freak hoe tell ya posed homeboy pillow talking .. # fukniccas,1
cuz u hoe,1
@ checha__ gone nigguh,1
just saw man actual conversation bird haha,0
@ treyspears3 's fucking real retard holy fuck read tweets fucktard ?,1
@ ikatrice : bring bitch let 's 3some,1
@ evandmyers @ nineinchessoft redneck attitude . people think benghazzi real think fox fake nws real .,1
mothafuckin,1
"clips hang dick .. 's automatic shotty drum tommy , guarantee bitches",1
@ alberdough check cashing corner el cajon calwood 's steer pollo loco,0
@ wingsoverhoes : niggas gossip like hoes 'm sleep tho,1
catch jet hoe,1
"@ itslizkhalifa : pussy just pussy , nasty ass nigga .. hope aids bit harsh . rethink statement",1
@ conservativela : let dem concern-trolling commence earnest ! wagons ho !,0
"'m sick niggas lying . 'm sick bitches hawking . matter fact , 'm sick talking . rip big",1
@ illest_will @ djdynamiq @ edrobersonsf @ sarahliz_sf notch bitches,1
@ e_tae627 : `` @ kb_three : lil skinny bitch throw ha like frito # tecoremix '' bol,1
"@ stevestfler : hoes favorite line , `` n't judge , n't know ! '' yeah ... lot dick .",1
@ irelatesgirl : stupid bitch pops timeline ...,1
# yeswedid ....... start building # windturbines fuckin '' big kill flock birds,1
8/10 girls u went hs look horrible n't wan na believe .... 'm bout piss facebook hoes,1
"got ta love rednecks . loud , stupid , stubborn , o schitt .",1
@ nobeeetch : * comes home late * bae : pussy good : whos bae : oh mind,1
looks like douche bag # teabagger crowned governor ghoul named ducey ( rhymes douchy ) # azgov # azvotes # tcot # gop,1
ex just wanted reason continue hoe outchea tried make feel bad comment thirsty .,1
"@ rollingwithtrin : `` 1 , 2 , 3 , 4 , niggers store ? knowwww 're stealing ! ''",1
`` shank bitch ceviche '',1
@ bigchapo_4ch : # merched '' @ _100d : smoke wit bitch nap let play music bet 100 turn boosie slow shit ``,1
pusses,1
"study center biological diversity called ( taxpayer funded ) ivanpah mega-trap-will kill 28,000 birds year .",0
bad bitches ? huh ? ya hiding ? * kanye voice *,1
"' just feel like mouthpiece cold 'll lessons niggah got turned , low cost $ 24.99 hmu .",1
salad tosser,1
wish knew n't faggot try hard sketchball,1
shit birds . yo self,1
@ kicks_andtits23 : lewis trash lmao,0
sh1tdick,1
"@ ibanexx : @ shinsnipes thanks black , darth , 17 years old kinky hentai son bitch",1
mother bothering trash ? 's day leave stop nagging,0
`` @ clayton_jenn99 : 'm gon na miss bitch bus driver ... '' wo n't . n't lie,1
fag asses,1
@ lifeasking naw ... 'm trash ... ya pity hugs ...,0
y'all bitches fake,1
butt fuck,1
@ t_flye lmaooooo bro got shit hoe boxing come nigga,1
n't press send . tweet anchor babies raw .,0
oh shit ! @ imdatnigga_jack : @ sherman_king : dallas trash . hairline trash,1
"@ sir_strange : `` n't stupid fucking bitch . '' - , stupid fucking bitches",1
"@ ronele : getting ready nevada hump day @ nevadamuseum . real live camels , ostriches zebras - oh ! @ virginiacity # nevadahumpday #",0
@ pgammo : yankees won straight shane greene starts 7 9 speaks stability season starters ' emergen,0
@ adddisonn : smoke good weed bad bitch,1
nigre,1
@ young_thrill3r : hoes ai n't loyal,1
got ta haircut asap tomorrow ai n't bitches looking right . today . frustration .,1
"@ lauren_kapitan @ _maniac_mind_ fuck u ca n't dumb bitch , matter fact nigga hoe cuz u going shit .",1
"running trees birds fly avoid , erm , targeted lack digestive .",0
@ adolfhibsta : ratchet ass bitch @ tmz : nicki minaj smashes boyfriend 's benz,1
@ niggieesmalls got ugly niggah problems . lol got pretty niggah problems . bad problem .,1
@ hiyathanda_alps `` hoe '',1
@ brenddan_ said bullshit . damn niggers,1
fuck fuck stupid cheating bitch lick dick die ur stupid nigger bitch,1
decided drive good walmart colored folks n't bc 's food .,1
wigger,1
@ nunub__ : cracking jokes friend bitch far .,1
"evan williams wit , bitch ; minaj",1
haha bitch ass gucci,1
speculation . mock drafts . 's finally draft day . # bortleskombat # stormwarning # builtbyucf # chargeon,0
buddy drug train lmao good ... extra ass hoes,1
@ oskzilla wish niggah ! ! !,1
"@ she2foreign : n't want yo bitch , got ta foreign .",1
@ gmb_ace : 'm money nigga da hoes love,1
hoes dey hoe poses,1
@ _getmeauxmoney : @ 100046729 : @ _getmeauxmoney : cares kirk bosley noi care bout cousin hoe,1
's trash tho @ _dimejii : 10 million naira want song wizkid @ naijaxclusive,0
`` young pill chamberlain bitches love music ``,1
n't make music niggas n't bitches,1
bitches like `` 'm squirter '' thinkin pissin squirting ? bitch 2 different places,1
"@ insanity_lady argue cersei evil bitch . 's greedy , desperate protect children valued world",1
real nigga ai n't complete real bitch,1
@ icumnpeace : niggas talk bitches days ...,1
@ hbmostdope @ sodmg_p_cook y'all pussy boa !,1
@ just_joshin7 fag .,1
@ emilywcvb : right : newscenter 5 projecting charlie baker gov-elect razor margin # wcvb,0
@ wizkhalifa : woke sleazy . im bout make day bitch,1
"trainer lady bitch , shook hand promise i'ma study test tomorrow , idk n't like 's trying break",1
@ bbflockajames : point proven ima catch bitch @ aj_swagggg : @ bbflockajames ok bud,1
"@ acmobbdeep : @ sugarhillgang00 @ willyc14_ high flyers , crr , militia , boner squad , ball sack , weiner fc , anal brownies",1
@ iinky_chiefwuk : @ chiefkeef u bitch shorty # turnup # otf,1
7:15 needs hurry . 's chilly bitch,1
@ rakwonogod : rare pic trash posing trash,1
"@ awint94 ppl pissed basically saying suffer , . tourching tht bitch",1
"im retarded , answering house phone know aint : l",1
yea bitch dat shit feel,1
@ michaeljdelaney : @ 0beyyourmaster real `` lil '' ... bitch short fuck,1
"thing hate lightskin niggas , confused bitch like fwm gon fw niggas .",1
"@ rnixx oh yeah fuck lakers , bitch boi !",1
tweekin hoe,1
did bitch @ vivala_ari really awake slumber help pick avatar tho,1
motherfuck,1
got ta clear ya throat pussy eh ... @ johnlacarbiere : voice deepest morning,1
@ eburnns bitch actin like 'm celebrity,1
"`` @ bleedingtrap : god teeth , gold chain white bitches , cocaine ''",1
@ kevantee_ : hoes quick say fuck somebody bf does make look bad ? want cookie ?,1
@ yooocaly hahaha makes sense hoe ; p,1
"movie , everybody ai n't star ... need stars extras ... @ chantegooden hate hoes pride chick",1
@ fewjr : @ 1markus_a : pau hoe . u gon play trade deadline dislike guy . yea helped bring chips soft,1
@ jergucci suck dick tho 's better brownies,1
@ kieffer_jason bitch wtf r u talking tf r u talking shit doing action thank proving point pussy boy,1
@ lilhakbeatz : @ returnofthemarc : i'ma beat pussy like ray rice . hit left . n't need right . # remix # tosoon http : /,1
@ drugsforsteph : loyal girl really truly does come smart mouth arguments . hoe let cause,1
"thw white iron band plays weekend fargo , nd aquarium ( 21+ ) , friday ( 10-29-10 ) charlie parr . night , saturday ...",0
"@ thefactsbook : twitter bird logo , thats join youre egg , home button birdhouse . ...",0
sex pharaoh . pussy sarcophagus,1
@ stephyrae7 happen faggot . got complemented today golf @ gabrielaangela4 times . ; ),1
@ w0lfhaleighh : @ kyle_leavitt96 @ meowmariss bye bitch,1
@ ew_karina @ lanemichelle_ pussies,1
@ viewfromboxseat 's cunt,1
@ _cocakoula : da bitch got scared n't mo ya boy feenin fo dat @ uce_ina : koula noooooooo https : //,1
# qtna @ major_k8 : y'all bitches gon breast feed wit nipple rings ? ``,1
"temple beats rutgers today , happy clam .",0
"did n't wan na come bitch , took hit , think 'm feeling high",1
"@ lupefiasco shut fuck baby , bitch whine life , shits retarded .",1
"@ rickygervais : great day , lovely fellow apes : )",0
@ prettycha305 : group chat bitches yall undercover feds watching everybody,1
@ jt_cameron92 ghetto,0
@ mikediggem : `` @ _2kkz : threw pussy bt neva caught '' gay,1
@ 4realroy : @ vomitdatruth chunky nugs does n't hook like .,1
math forever confusing # retard,1
@ isthatjamesbond : `` @ bluntsnextdoor : good pussy nigga like funniest thing 've seen tl,1
just ordered chinese food bitches ! bring cat !,1
experience charlie . married woman loves hot phone sex strangers . ? - 27,0
butt-fuckers,1
@ efethegoddess wuw . wun uv ur hoes dnt send mi pics,1
@ earlylegend : n't fuck hoes n't fuck niggas 's fuckin hoes,1
ogs love yung nicca come,1
redskins change injuns,0
want cowboy killer,0
@ _lastqueen_bri : everybody claim fvck `` bad bitches '' ugly bitches getting pregnant . . . . somebody lien,1
@ 490xl : attached people jump trash feel way,0
@ wild_luke_wild_ yeah wtf n't pussy .,1
@ yepillposts : dollar time died flappy bird,0
"im different nigga ... pussy good im tryna fuck 20mins .. im stopping , backing , ca think longer",1
@ diponline k michelle apart baltimore twitter 'd hoes saying 's celibate smh,1
@ og_kicks : love girlfriend shitting y'all hoes .,1
@ tyler_gale12 @ bellakoval @ apmorales96 's house bitch,1
@ chickencoleman mccoy n't trash 's td,0
"@ kaaygq : sexy bitch , hope bout",1
high hoe bitch ass benny,1
@ commonwhitegiri : hiding favorite snacks family bc 're selfish bitch,1
charlie parr ! mountain music fest,0
@ queenthottie_x3 : proud mahanain hoe tho,1
@ inkmyholebody : nigga fuckin faggot,1
played bitch ... bitches definitely played self,1
@ bitchniggabob : called ugly started pushin . 'd run like mother fucking pussy screaming mom help htt,1
"@ g_anderson4 : oh dogs pussy tight , time loosen . ''",1
@ follownova yooo thinking bout day lol .. really speaking person niggah,1
@ alexadelsanter : awkward u fag @ corleyhuff @ vitchhhh wonder 's awesome tank,1
got ta bad bitch . got hair fixed . n mall wit friends buying outfits,1
